employee_id,name,subsidiary,division,department,role,level,fte,manager_id,performance_score,engagement_score,market_pull,key_person_dependency,attrition_risk,tenure_years,salary_grade
E0690,Nguyễn Thu Hà,Genesis Human Resources Services,Corporate,Finance,Finance Specialist,Specialist,1,E0271,78.9,89.6,77,64,34.8,7.2,G9
E0691,Hoàng Gia Linh,Genesis Green Manufacturing,Manufacturing,Production,Production Staff,Staff,1,E0242,81.8,59.6,40,15,31.1,0.6,G2
E0692,Đỗ Ngọc Phúc,Genesis Holding Office,Technology,Automation,Automation Senior Manager,Senior Manager,1,CEO,63.9,97.9,27,96,29.0,3.5,G2
E0693,Phạm Đức Nam,Genesis Green Manufacturing,Technology,Automation,Automation Senior Specialist,Senior Specialist,1,E0692,98.6,63.3,43,82,48.1,2.8,G9
E0694,Đặng Ngọc Thảo,Genesis Green Manufacturing,Manufacturing,Production,Production Staff,Staff,1,E0705,80.8,78.4,24,18,18.3,7.1,G3
E0695,Trần Thị Mai,Genesis Green Manufacturing,Manufacturing,Quality,Quality Senior Manager,Senior Manager,1,CEO,69.6,78.8,49,72,41.9,2.8,G4
E0696,Nguyễn Minh Long,Genesis Holding Office,Manufacturing,Supply Chain,Supply Chain Staff,Staff,1,E0396,94.7,66.0,21,21,27.3,4.2,G6
E0697,Bùi Đức Sơn,Genesis Green Manufacturing,Manufacturing,Production,Production Staff,Staff,1,E0154,68.3,76.2,54,19,29.4,6.0,G7
E0698,Bùi Gia Hải,Genesis Social Responsibility Platform,Manufacturing,Production,Production Supervisor,Supervisor,1,CEO,74.0,77.1,56,57,32.0,2.7,G7
E0699,Lê Thu Mai,Genesis Social Responsibility Platform,Manufacturing,Production,Production Specialist,Specialist,1,E0751,73.5,59.5,63,88,57.8,2.2,G9
E0700,Đặng Đức Mai,Genesis Holding Office,Manufacturing,Production,Production Staff,Staff,1,E0107,65.5,79.4,51,49,34.7,4.4,G9
E0701,Nguyễn Gia Phúc,Genesis Holding Office,Manufacturing,Quality,Quality Staff,Staff,1,E0718,67.6,62.3,52,28,27.8,7.3,G2
E0702,Vũ Minh Nam,Genesis Social Responsibility Platform,Technology,Data & AI,Data & AI Manager,Manager,1,CEO,93.4,61.9,93,58,55.1,8.6,G6
E0703,Đặng Thị Hải,Genesis Human Resources Services,Manufacturing,Production,Production Specialist,Specialist,1,E0729,63.6,75.5,70,89,43.6,5.4,G8
E0704,Hoàng Gia Dũng,Genesis Human Resources Services,Commercial,Marketing,Marketing Staff,Staff,1,E0228,72.3,82.1,75,25,30.6,2.6,G10
E0705,Vũ Văn Minh,Genesis Holding Office,Manufacturing,Production,Production Senior Manager,Senior Manager,1,CEO,84.4,79.4,50,66,43.1,1.9,G10
E0706,Phạm Đức Phúc,Genesis Fund & Innovation,Manufacturing,Supply Chain,Supply Chain Senior Specialist,Senior Specialist,1,E0027,91.9,78.5,28,91,37.7,3.3,G7
E0707,Hồ Thu Minh,Genesis Fund & Innovation,Manufacturing,Supply Chain,Supply Chain Staff,Staff,1,E0612,67.8,69.3,52,60,45.4,1.4,G5
E0708,Đặng Đức Yến,Genesis Green Manufacturing,Manufacturing,Quality,Quality Supervisor,Supervisor,1,CEO,69.7,85.4,49,13,27.2,3.5,G6
E0709,Hồ Thu Mai,Genesis Human Resources Services,Corporate,Finance,Finance Staff,Staff,1,E0734,79.1,80.8,79,17,27.3,0.1,G9
E0710,Hồ Văn An,Genesis Human Resources Services,Manufacturing,Maintenance,Maintenance Senior Specialist,Senior Specialist,1,E0332,66.0,84.2,58,62,28.6,3.7,G10
E0711,Đỗ Thị Yến,Genesis Green Manufacturing,Corporate,Finance,Finance Specialist,Specialist,1,E0291,81.7,73.7,70,73,38.6,1.8,G3
E0712,Vũ Văn Tuấn,Genesis Social Responsibility Platform,Corporate,Finance,Finance Senior Specialist,Senior Specialist,1,E0562,96.2,79.2,89,64,52.0,1.3,G8
E0713,Nguyễn Thị Tuấn,Genesis Fund & Innovation,Manufacturing,Maintenance,Maintenance Staff,Staff,1,E0224,99.0,76.7,75,36,38.9,0.9,G6
E0714,Đặng Văn An,Genesis Fund & Innovation,Manufacturing,EHS,EHS Manager,Manager,1,CEO,80.2,73.9,27,65,33.6,8.9,G10
E0715,Hoàng Thị Bình,Genesis Fund & Innovation,Manufacturing,Production,Production Senior Specialist,Senior Specialist,1,E0698,85.3,74.9,24,74,33.2,7.1,G10
E0716,Phạm Đức An,Genesis Green Manufacturing,Technology,Data & AI,Data & AI Specialist,Specialist,1,E0797,91.0,89.7,78,69,34.4,1.1,G9
E0717,Hoàng Thu Trang,Genesis Human Resources Services,Executive,Transformation Office,Transformation Office Supervisor,Supervisor,1,CEO,87.8,79.5,54,22,23.1,6.8,G2
E0718,Vũ Thu Hà,Genesis Human Resources Services,Manufacturing,Quality,Quality Manager,Manager,1,CEO,98.8,77.0,60,78,47.2,2.7,G6
E0719,Bùi Đức Trang,Genesis Human Resources Services,Manufacturing,Production,Production Staff,Staff,1,E0494,80.7,50.3,23,34,33.4,1.7,G7
E0720,Hoàng Thị Việt,Genesis Human Resources Services,Manufacturing,Production,Production Staff,Staff,1,E0242,64.7,85.6,36,23,26.2,1.4,G4
E0721,Vũ Minh Mai,Genesis Holding Office,Commercial,Sales,Sales Supervisor,Supervisor,1,CEO,92.7,97.8,93,30,24.8,0.9,G10
E0722,Hồ Minh Tuấn,Genesis Social Responsibility Platform,Manufacturing,Maintenance,Maintenance Senior Specialist,Senior Specialist,1,E0818,92.6,88.6,66,73,43.8,1.9,G8
E0723,Vũ Văn Trang,Genesis Human Resources Services,Manufacturing,Supply Chain,Supply Chain Senior Specialist,Senior Specialist,1,E0027,80.8,80.0,68,73,34.1,2.4,G2
E0724,Trần Minh Yến,Genesis Social Responsibility Platform,Investment,Research,Research Staff,Staff,1,E0381,78.1,61.5,39,41,32.2,5.0,G5
E0725,Hồ Đức Mai,Genesis Human Resources Services,Manufacturing,Quality,Quality Staff,Staff,1,E0940,79.7,87.5,46,63,30.3,2.6,G8
E0726,Phạm Minh Dũng,Genesis Green Manufacturing,Commercial,Marketing,Marketing Staff,Staff,1,E0417,74.8,55.9,26,64,41.1,7.7,G7
E0727,Hoàng Gia Bình,Genesis Social Responsibility Platform,Manufacturing,Supply Chain,Supply Chain Supervisor,Supervisor,1,CEO,66.6,60.8,73,61,45.5,1.9,G6
E0728,Vũ Thu Tuấn,Genesis Green Manufacturing,Corporate,HR,HR Specialist,Specialist,1,E0444,91.4,92.9,37,98,40.9,4.6,G10
E0729,Bùi Thu An,Genesis Human Resources Services,Manufacturing,Production,Production Supervisor,Supervisor,1,CEO,55.1,89.0,49,53,34.2,4.1,G6
E0730,Lê Văn Tâm,Genesis Fund & Innovation,Manufacturing,Quality,Quality Specialist,Specialist,1,E0772,79.5,84.0,27,84,40.0,9.0,G5
E0731,Hoàng Văn Tuấn,Genesis Human Resources Services,Manufacturing,Supply Chain,Supply Chain Supervisor,Supervisor,1,CEO,67.3,75.7,20,59,31.0,6.3,G9
E0732,Lê Thị Quân,Genesis Holding Office,Manufacturing,Supply Chain,Supply Chain Senior Manager,Senior Manager,1,CEO,64.0,78.5,66,65,40.7,4.4,G9
E0733,Lê Gia Sơn,Genesis Human Resources Services,Manufacturing,Production,Production Senior Specialist,Senior Specialist,1,E0248,35.0,78.9,52,73,32.5,2.7,G3
E0734,Phạm Ngọc Hải,Genesis Social Responsibility Platform,Corporate,Finance,Finance Supervisor,Supervisor,1,CEO,67.1,66.9,80,58,53.8,2.2,G3
E0735,Đặng Thị Quân,Genesis Fund & Innovation,Manufacturing,Maintenance,Maintenance Staff,Staff,1,E0688,74.8,99.0,42,41,17.3,3.0,G4
E0736,Bùi Thu Việt,Genesis Fund & Innovation,Corporate,Finance,Finance Senior Specialist,Senior Specialist,1,E0068,99.0,79.5,53,86,35.3,0.2,G2
E0737,Đỗ Thị Yến,Genesis Green Manufacturing,Executive,Transformation Office,Transformation Office Staff,Staff,1,E0911,61.9,77.6,20,12,14.5,1.3,G7
E0738,Lê Gia Tâm,Genesis Social Responsibility Platform,Technology,IT,IT Manager,Manager,1,CEO,80.7,76.4,82,74,51.1,2.0,G8
E0739,Bùi Ngọc Trang,Genesis Social Responsibility Platform,Manufacturing,Supply Chain,Supply Chain Staff,Staff,1,E0732,57.0,58.6,21,57,38.5,3.1,G7
E0740,Trần Ngọc An,Genesis Human Resources Services,Manufacturing,Quality,Quality Senior Specialist,Senior Specialist,1,E0330,98.5,95.3,31,65,17.3,3.8,G4
E0741,Nguyễn Văn Quân,Genesis Holding Office,Corporate,HR,HR Senior Specialist,Senior Specialist,1,E0970,83.8,99.0,20,81,17.5,2.5,G5
E0742,Đặng Văn Chi,Genesis Human Resources Services,Corporate,HR,HR Specialist,Specialist,1,E0233,83.2,80.5,26,91,42.8,11.7,G10
E0743,Trần Gia Hà,Genesis Human Resources Services,Corporate,Finance,Finance Specialist,Specialist,1,E0734,77.3,51.7,71,93,63.8,2.2,G8
E0744,Phạm Đức Nam,Genesis Green Manufacturing,Manufacturing,Production,Production Staff,Staff,1,E0583,99.0,79.0,45,29,30.5,2.8,G4
E0745,Phạm Gia Mai,Genesis Green Manufacturing,Manufacturing,Quality,Quality Manager,Manager,1,CEO,54.5,69.4,33,95,49.2,4.4,G8
E0746,Nguyễn Văn Tuấn,Genesis Fund & Innovation,Manufacturing,Supply Chain,Supply Chain Specialist,Specialist,1,E0051,78.4,74.1,54,84,46.9,7.3,G3
E0747,Vũ Thu Phúc,Genesis Holding Office,Corporate,Finance,Finance Specialist,Specialist,1,E0173,83.1,66.6,74,84,47.8,2.6,G10
E0748,Trần Văn Long,Genesis Green Manufacturing,Manufacturing,Production,Production Specialist,Specialist,1,E0857,97.7,78.5,57,92,51.8,7.3,G3
E0749,Vũ Ngọc Bình,Genesis Green Manufacturing,Manufacturing,Supply Chain,Supply Chain Specialist,Specialist,1,E0036,81.4,92.0,42,58,19.9,4.1,G5
E0750,Hồ Văn Quân,Genesis Green Manufacturing,Manufacturing,Production,Production Staff,Staff,1,E0107,79.8,78.7,60,42,36.7,7.4,G9
E0751,Nguyễn Ngọc Nam,Genesis Human Resources Services,Manufacturing,Production,Production Manager,Manager,1,CEO,64.8,61.1,48,66,46.6,0.4,G2
E0752,Bùi Thu Sơn,Genesis Human Resources Services,Technology,Data & AI,Data & AI Staff,Staff,1,E0754,80.6,72.2,48,11,27.1,3.2,G2
E0753,Trần Ngọc Dũng,Genesis Holding Office,Manufacturing,Production,Production Manager,Manager,1,CEO,75.2,58.4,23,91,45.8,2.7,G9
E0754,Phạm Đức Minh,Genesis Fund & Innovation,Technology,Data & AI,Data & AI Supervisor,Supervisor,1,CEO,99.0,69.4,80,55,41.5,6.4,G5
E0755,Lê Văn Nam,Genesis Fund & Innovation,Executive,Transformation Office,Transformation Office Specialist,Specialist,1,E0854,56.4,63.2,51,82,48.9,2.3,G3
E0756,Vũ Minh Phúc,Genesis Social Responsibility Platform,Corporate,Legal,Legal Staff,Staff,1,E0941,85.4,62.9,22,18,25.2,2.7,G6
E0757,Hồ Minh Linh,Genesis Social Responsibility Platform,Commercial,Sales,Sales Senior Specialist,Senior Specialist,1,E0946,72.2,79.1,86,93,44.4,13.2,G5
E0758,Trần Gia Trang,Genesis Green Manufacturing,Manufacturing,Supply Chain,Supply Chain Supervisor,Supervisor,1,CEO,71.2,68.8,44,10,29.6,5.3,G5
E0759,Lê Gia Dũng,Genesis Social Responsibility Platform,Manufacturing,EHS,EHS Supervisor,Supervisor,1,CEO,65.7,99.0,72,47,26.6,5.6,G6
E0760,Vũ Thu Việt,Genesis Fund & Innovation,Technology,IT,IT Senior Specialist,Senior Specialist,1,E0958,86.7,64.0,81,57,45.0,1.4,G7
E0761,Trần Đức Quân,Genesis Fund & Innovation,Manufacturing,Maintenance,Maintenance Staff,Staff,1,E0963,81.2,80.8,73,17,24.0,4.8,G2
E0762,Trần Minh Hải,Genesis Social Responsibility Platform,Manufacturing,Production,Production Senior Specialist,Senior Specialist,1,E0837,62.7,66.9,58,66,39.5,2.1,G5
E0763,Lê Thị Dũng,Genesis Human Resources Services,Manufacturing,Production,Production Specialist,Specialist,1,E0369,80.5,70.9,47,77,36.2,5.3,G8
E0764,Đỗ Gia Linh,Genesis Social Responsibility Platform,Technology,IT,IT Specialist,Specialist,1,E0150,82.0,84.7,53,84,46.5,5.4,G3
E0765,Hồ Gia Quân,Genesis Fund & Innovation,Executive,Transformation Office,Transformation Office Supervisor,Supervisor,1,CEO,67.0,89.3,44,32,21.8,1.2,G3
E0766,Trần Thị Tâm,Genesis Fund & Innovation,Manufacturing,Production,Production Staff,Staff,1,E0369,67.5,71.9,40,27,27.2,4.5,G5
E0767,Trần Ngọc Sơn,Genesis Social Responsibility Platform,Corporate,Procurement,Procurement Staff,Staff,1,E0933,91.9,69.6,23,58,26.5,2.9,G4
E0768,Phạm Gia Thảo,Genesis Social Responsibility Platform,Manufacturing,Quality,Quality Staff,Staff,1,E0455,90.7,84.4,73,33,34.8,2.4,G9
E0769,Vũ Đức Chi,Genesis Social Responsibility Platform,Corporate,HR,HR Staff,Staff,1,E0371,74.9,59.7,46,14,31.3,18.0,G6
E0770,Lê Thu Sơn,Genesis Social Responsibility Platform,Commercial,Marketing,Marketing Specialist,Specialist,1,E0630,85.6,73.2,22,55,25.4,6.4,G10
E0771,Đặng Thu Linh,Genesis Social Responsibility Platform,Technology,Data & AI,Data & AI Supervisor,Supervisor,1,CEO,81.2,72.0,93,39,38.4,2.8,G3
E0772,Trần Gia Nam,Genesis Human Resources Services,Manufacturing,Quality,Quality Manager,Manager,1,CEO,98.7,75.7,73,69,44.9,8.9,G8
E0773,Hoàng Minh Long,Genesis Holding Office,Technology,IT,IT Staff,Staff,1,E0193,86.7,87.2,67,62,40.7,4.6,G4
E0774,Trần Đức Minh,Genesis Fund & Innovation,Manufacturing,Production,Production Staff,Staff,1,E0857,86.5,94.9,37,46,27.6,1.2,G4
E0775,Nguyễn Minh Minh,Genesis Human Resources Services,CSR,Sustainability,Sustainability Specialist,Specialist,1,E0901,76.6,58.3,58,87,48.0,3.1,G7
E0776,Nguyễn Gia Thảo,Genesis Human Resources Services,Manufacturing,Production,Production Staff,Staff,1,E0995,68.6,96.9,70,37,22.1,4.4,G4
E0777,Đặng Minh Quân,Genesis Fund & Innovation,Executive,Strategy,Strategy Specialist,Specialist,1,E0826,72.8,85.4,54,83,34.0,6.8,G9
E0778,Bùi Minh Bình,Genesis Human Resources Services,Commercial,Sales,Sales Staff,Staff,1,E0263,80.2,38.5,48,46,55.7,1.2,G7
E0779,Đỗ Văn Tuấn,Genesis Social Responsibility Platform,Corporate,Finance,Finance Specialist,Specialist,1,E0291,75.1,72.6,63,78,48.6,3.9,G4
E0780,Đỗ Minh Phúc,Genesis Green Manufacturing,Manufacturing,Maintenance,Maintenance Senior Manager,Senior Manager,1,CEO,76.0,67.8,28,56,33.1,3.3,G3
E0781,Phạm Minh Hà,Genesis Green Manufacturing,Commercial,Marketing,Marketing Staff,Staff,1,E0919,64.8,86.9,66,24,22.1,3.0,G2
E0782,Hoàng Văn Hà,Genesis Fund & Innovation,Commercial,Customer Success,Customer Success Specialist,Specialist,1,E0121,73.0,65.5,34,63,41.3,1.0,G6
E0783,Đỗ Ngọc Thảo,Genesis Holding Office,Commercial,Customer Success,Customer Success Senior Specialist,Senior Specialist,1,E0121,94.1,87.5,43,68,34.5,1.3,G7
E0784,Phạm Ngọc Phúc,Genesis Social Responsibility Platform,Executive,CEO Office,CEO Office Supervisor,Supervisor,1,CEO,71.5,61.5,40,47,42.1,1.1,G7
E0785,Lê Đức Linh,Genesis Fund & Innovation,Corporate,Finance,Finance Specialist,Specialist,1,E0878,78.9,78.4,83,78,43.3,1.1,G6
E0786,Hồ Thu Việt,Genesis Human Resources Services,Corporate,HR,HR Staff,Staff,1,E0233,73.3,86.3,53,43,25.3,3.4,G9
E0787,Lê Ngọc Sơn,Genesis Fund & Innovation,Technology,Product,Product Manager,Manager,1,CEO,85.2,98.8,65,63,27.6,2.7,G10
E0788,Đỗ Ngọc Bình,Genesis Social Responsibility Platform,Executive,Strategy,Strategy Staff,Staff,1,E0221,75.7,76.3,52,52,29.5,2.2,G7
E0789,Lê Đức Linh,Genesis Green Manufacturing,Technology,Data & AI,Data & AI Staff,Staff,1,E0419,77.4,40.9,54,58,55.6,3.8,G3
E0790,Bùi Thu Hải,Genesis Human Resources Services,Investment,Investment,Investment Staff,Staff,1,E0860,58.2,76.7,22,23,18.2,2.6,G9
E0791,Trần Thị Yến,Genesis Fund & Innovation,Commercial,Sales,Sales Senior Specialist,Senior Specialist,1,E0488,75.9,78.9,75,87,52.7,4.7,G2
E0792,Lê Gia Bình,Genesis Fund & Innovation,Commercial,Marketing,Marketing Supervisor,Supervisor,1,CEO,88.4,50.5,55,18,40.1,1.5,G7
E0793,Lê Thị Tuấn,Genesis Holding Office,Executive,Transformation Office,Transformation Office Staff,Staff,1,E0911,78.2,83.9,72,14,28.3,0.7,G5
E0794,Đỗ Đức Bình,Genesis Social Responsibility Platform,Manufacturing,Quality,Quality Staff,Staff,1,E0689,86.6,72.8,67,21,25.8,8.5,G7
E0795,Nguyễn Gia Phúc,Genesis Social Responsibility Platform,Technology,Data & AI,Data & AI Staff,Staff,1,E0270,67.0,61.8,74,63,46.2,2.9,G2
E0796,Bùi Gia Linh,Genesis Green Manufacturing,Investment,Investment,Investment Staff,Staff,1,E0860,87.4,99.0,64,31,24.6,5.7,G6
E0797,Đỗ Đức Quân,Genesis Social Responsibility Platform,Technology,Data & AI,Data & AI Supervisor,Supervisor,1,CEO,77.6,82.1,69,21,28.5,5.0,G8
E0798,Hoàng Thu Tuấn,Genesis Human Resources Services,Corporate,Finance,Finance Specialist,Specialist,1,E0910,73.4,89.8,67,97,50.3,1.7,G4
E0799,Hồ Minh An,Genesis Social Responsibility Platform,Manufacturing,Production,Production Staff,Staff,1,E0751,64.4,97.5,62,44,24.0,0.6,G9
E0800,Phạm Thị An,Genesis Green Manufacturing,Technology,IT,IT Specialist,Specialist,1,E0939,76.7,49.3,84,67,54.6,4.1,G3
E0801,Vũ Minh Quân,Genesis Fund & Innovation,Manufacturing,Production,Production Senior Specialist,Senior Specialist,1,E0388,65.3,85.0,24,90,31.8,2.4,G4
E0802,Bùi Gia Việt,Genesis Holding Office,Corporate,Finance,Finance Senior Specialist,Senior Specialist,1,E0291,69.1,83.3,79,70,45.1,1.5,G2
E0803,Nguyễn Thị Tuấn,Genesis Fund & Innovation,Manufacturing,Production,Production Staff,Staff,1,E0531,66.3,92.3,66,39,27.5,2.3,G5
E0804,Lê Thị Minh,Genesis Social Responsibility Platform,Corporate,HR,HR Senior Specialist,Senior Specialist,1,E0525,77.1,64.9,64,72,40.6,0.8,G9
E0805,Bùi Thu Sơn,Genesis Green Manufacturing,Executive,Strategy,Strategy Supervisor,Supervisor,1,CEO,64.7,61.6,55,16,32.3,1.9,G6
E0806,Trần Đức Việt,Genesis Holding Office,Corporate,Finance,Finance Specialist,Specialist,1,E0619,63.9,51.4,64,98,51.3,6.3,G8
E0807,Bùi Gia Quân,Genesis Human Resources Services,Manufacturing,Production,Production Specialist,Specialist,1,E0154,61.8,61.7,59,73,47.0,3.4,G6
E0808,Lê Thu Hà,Genesis Green Manufacturing,Manufacturing,Production,Production Staff,Staff,1,E0927,67.7,86.0,21,17,8.4,8.1,G7
E0809,Trần Thị Tâm,Genesis Green Manufacturing,Manufacturing,Supply Chain,Supply Chain Senior Specialist,Senior Specialist,1,E0036,68.4,63.9,34,66,31.4,8.5,G7
E0810,Nguyễn Minh Việt,Genesis Green Manufacturing,Technology,Data & AI,Data & AI Senior Specialist,Senior Specialist,1,E0272,99.0,56.5,61,94,50.6,0.1,G6
E0811,Lê Ngọc Hải,Genesis Human Resources Services,Corporate,Finance,Finance Senior Specialist,Senior Specialist,1,E0734,74.8,93.5,66,73,42.3,2.6,G10
E0812,Đặng Ngọc Linh,Genesis Green Manufacturing,Commercial,Sales,Sales Specialist,Specialist,1,E0556,68.9,73.7,51,91,51.8,3.4,G3
E0813,Nguyễn Ngọc Tuấn,Genesis Social Responsibility Platform,Manufacturing,Production,Production Manager,Manager,1,CEO,87.3,71.9,37,97,40.0,7.1,G9
E0814,Đặng Gia Việt,Genesis Green Manufacturing,Technology,IT,IT Specialist,Specialist,1,E0150,63.9,69.9,71,63,46.4,6.2,G4
E0815,Bùi Thị Long,Genesis Green Manufacturing,Manufacturing,Quality,Quality Senior Manager,Senior Manager,1,CEO,82.0,87.6,24,95,26.5,8.0,G2
E0816,Đặng Thu Sơn,Genesis Human Resources Services,Corporate,Finance,Finance Senior Specialist,Senior Specialist,1,E0734,85.2,92.4,61,77,37.0,6.3,G3
E0817,Nguyễn Ngọc Yến,Genesis Human Resources Services,Manufacturing,Production,Production Specialist,Specialist,1,E0837,90.1,70.6,61,94,43.5,7.2,G5
E0818,Đặng Ngọc Hải,Genesis Human Resources Services,Manufacturing,Maintenance,Maintenance Manager,Manager,1,CEO,86.6,72.3,39,91,40.1,3.0,G2
E0819,Phạm Ngọc Dũng,Genesis Fund & Innovation,Commercial,Sales,Sales Specialist,Specialist,1,E0721,64.0,92.6,84,70,41.8,0.5,G8
E0820,Nguyễn Ngọc Tuấn,Genesis Fund & Innovation,Manufacturing,Production,Production Senior Manager,Senior Manager,1,CEO,87.3,72.4,25,60,31.4,4.1,G7
E0821,Lê Minh An,Genesis Green Manufacturing,Corporate,HR,HR Staff,Staff,1,E0525,80.9,99.0,56,13,15.8,5.0,G2
E0822,Hoàng Gia Yến,Genesis Human Resources Services,Technology,Data & AI,Data & AI Manager,Manager,1,CEO,75.7,78.8,94,89,55.0,3.4,G2
E0823,Lê Ngọc An,Genesis Holding Office,Corporate,Finance,Finance Staff,Staff,1,E0827,72.7,60.2,83,16,45.0,2.9,G6
E0824,Phạm Văn Linh,Genesis Social Responsibility Platform,Manufacturing,Production,Production Staff,Staff,1,E0451,64.1,89.2,43,58,35.1,2.3,G9
E0825,Đặng Ngọc Long,Genesis Fund & Innovation,Commercial,Sales,Sales Staff,Staff,1,E0593,84.7,80.8,73,59,35.8,2.2,G3
E0826,Nguyễn Văn Việt,Genesis Human Resources Services,Executive,Strategy,Strategy Supervisor,Supervisor,1,CEO,89.3,55.4,44,61,51.2,2.1,G9
E0827,Bùi Văn Dũng,Genesis Human Resources Services,Corporate,Finance,Finance Supervisor,Supervisor,1,CEO,86.3,56.0,95,21,40.3,4.5,G8
E0828,Lê Ngọc Hà,Genesis Holding Office,Investment,Investment,Investment Staff,Staff,1,E0279,77.4,68.4,48,40,37.9,5.9,G8
E0829,Nguyễn Văn Mai,Genesis Social Responsibility Platform,Corporate,Finance,Finance Supervisor,Supervisor,1,CEO,85.9,57.1,74,28,37.9,2.1,G3
E0830,Phạm Thị Quân,Genesis Green Manufacturing,Manufacturing,Supply Chain,Supply Chain Specialist,Specialist,1,E0727,90.0,93.1,36,77,30.3,1.6,G8
E0831,Trần Gia Việt,Genesis Fund & Innovation,Manufacturing,Supply Chain,Supply Chain Senior Manager,Senior Manager,1,CEO,69.2,72.4,27,63,40.3,2.9,G10
E0832,Bùi Văn Hà,Genesis Social Responsibility Platform,Manufacturing,Production,Production Specialist,Specialist,1,E0355,82.9,76.8,50,79,44.7,3.1,G9
E0833,Hồ Thu Mai,Genesis Social Responsibility Platform,Corporate,Legal,Legal Specialist,Specialist,1,E0941,95.4,50.7,37,71,49.7,4.8,G8
E0834,Bùi Minh Quân,Genesis Social Responsibility Platform,Commercial,Sales,Sales Specialist,Specialist,1,E0471,73.2,61.1,68,88,57.6,2.4,G7
E0835,Vũ Minh Linh,Genesis Green Manufacturing,Executive,CEO Office,CEO Office Specialist,Specialist,1,E0432,84.3,84.6,72,82,48.7,2.9,G8
E0836,Hoàng Văn Hà,Genesis Green Manufacturing,Manufacturing,Production,Production Staff,Staff,1,E0837,89.4,69.8,70,24,35.3,3.8,G10
E0837,Hoàng Ngọc Long,Genesis Green Manufacturing,Manufacturing,Production,Production Manager,Manager,1,CEO,84.9,68.5,35,63,39.0,5.3,G3
E0838,Đỗ Minh Việt,Genesis Fund & Innovation,Manufacturing,Supply Chain,Supply Chain Senior Specialist,Senior Specialist,1,E0831,64.2,85.4,40,74,34.9,2.5,G8
E0839,Bùi Minh Thảo,Genesis Fund & Innovation,Commercial,Marketing,Marketing Staff,Staff,1,E0309,76.3,69.9,68,46,38.5,5.0,G9
E0840,Hồ Văn Tâm,Genesis Fund & Innovation,Manufacturing,Supply Chain,Supply Chain Staff,Staff,1,E0831,78.2,60.2,29,27,28.9,2.6,G6
E0841,Trần Đức Chi,Genesis Social Responsibility Platform,Technology,Automation,Automation Specialist,Specialist,1,E0692,92.8,81.6,53,57,33.1,3.6,G8
E0842,Vũ Văn Minh,Genesis Human Resources Services,Manufacturing,Production,Production Senior Specialist,Senior Specialist,1,E0235,96.0,73.0,72,85,54.4,2.8,G8
E0843,Đặng Thị An,Genesis Human Resources Services,Corporate,HR,HR Specialist,Specialist,1,E0936,87.6,78.3,40,74,36.1,1.9,G8
E0844,Hoàng Thị Tâm,Genesis Social Responsibility Platform,Manufacturing,Production,Production Staff,Staff,1,E0134,99.0,73.8,61,48,30.1,2.3,G5
E0845,Trần Thu Bình,Genesis Fund & Innovation,Manufacturing,Quality,Quality Senior Specialist,Senior Specialist,1,E0330,66.0,61.3,49,95,45.4,3.7,G6
E0846,Trần Thị Minh,Genesis Human Resources Services,Manufacturing,Quality,Quality Staff,Staff,1,E0322,96.1,89.5,51,54,36.5,0.9,G7
E0847,Hoàng Thị Dũng,Genesis Human Resources Services,Technology,Data & AI,Data & AI Specialist,Specialist,1,E0073,78.4,59.3,50,89,44.5,2.5,G2
E0848,Trần Gia Tuấn,Genesis Social Responsibility Platform,Corporate,HR,HR Senior Manager,Senior Manager,1,CEO,99.0,66.0,63,96,58.1,2.1,G5
E0849,Hồ Gia Trang,Genesis Fund & Innovation,Technology,Product,Product Specialist,Specialist,1,E0787,64.0,57.1,26,75,35.0,5.0,G7
E0850,Đặng Văn Dũng,Genesis Fund & Innovation,Corporate,Finance,Finance Specialist,Specialist,1,E0910,90.6,43.7,45,55,41.6,4.1,G6
E0851,Nguyễn Đức Trang,Genesis Fund & Innovation,Corporate,Legal,Legal Specialist,Specialist,1,E0941,85.9,79.3,67,82,37.8,4.2,G9
E0852,Nguyễn Minh Thảo,Genesis Human Resources Services,Manufacturing,Supply Chain,Supply Chain Senior Specialist,Senior Specialist,1,E0758,59.6,84.3,67,78,39.2,4.8,G6
E0853,Lê Thu Việt,Genesis Holding Office,Manufacturing,Production,Production Senior Specialist,Senior Specialist,1,E0248,59.6,64.1,24,63,34.5,3.4,G8
E0854,Đỗ Ngọc Tuấn,Genesis Human Resources Services,Executive,Transformation Office,Transformation Office Senior Manager,Senior Manager,1,CEO,67.0,65.8,39,62,31.9,6.5,G7
E0855,Hồ Đức Linh,Genesis Holding Office,Manufacturing,Production,Production Specialist,Specialist,1,E0410,99.0,62.8,50,63,46.7,1.3,G6
E0856,Trần Gia An,Genesis Green Manufacturing,Manufacturing,Production,Production Specialist,Specialist,1,E0992,48.0,52.6,39,69,49.2,5.1,G5
E0857,Nguyễn Văn Dũng,Genesis Green Manufacturing,Manufacturing,Production,Production Senior Manager,Senior Manager,1,CEO,89.2,78.3,57,75,39.6,4.3,G7
E0858,Đỗ Ngọc Hà,Genesis Holding Office,Investment,Research,Research Specialist,Specialist,1,E1000,77.3,80.3,36,78,40.2,2.2,G5
E0859,Bùi Minh Linh,Genesis Social Responsibility Platform,Technology,Data & AI,Data & AI Staff,Staff,1,E0797,94.3,53.0,53,65,44.1,4.4,G9
